PortCode,MarketValue,as_of_date
A7A190,236698.34,2023-06-30
A7A190,211772.60,2023-07-31
A7A190,209658.42,2023-08-31
A7A190,169051.13,2023-09-29
A7A190,164331.80,2023-10-31
A7A190,179186.32,2023-11-30
A7A190,187914.85,2023-12-29
A7A190,168647.84,2024-01-31
A7A190,178368.80,2024-02-29
A7A190,183758.62,2024-03-28
A7A190,176076.74,2024-04-30
A7A190,180111.62,2024-05-31
A7A190,169351.93,2024-06-28
A7A200,250000.00,2021-06-30
A7A200,251318.96,2021-07-30
A7A200,257897.24,2021-08-31
A7A200,251579.81,2021-09-30
A7A200,258221.85,2021-10-29
A7A200,261084.00,2021-11-30
A7A200,267697.25,2021-12-31
A7A200,258136.29,2022-01-31
A7A200,254175.71,2022-02-28
A7A200,255512.17,2022-03-31
A7A200,240443.29,2022-04-29
A7A200,240515.20,2022-05-31
A7A200,225688.27,2022-06-30
A7A200,240887.74,2022-07-29
A7A200,236730.11,2022-08-31
A7A200,228739.59,2022-09-30
A7A200,236239.90,2022-10-31
A7A200,248017.65,2022-11-30
A7A200,236800.23,2022-12-30
A7A200,247610.75,2023-01-31
A7A200,244114.40,2023-02-28
A7A200,245854.09,2023-03-31
A7A200,247187.87,2023-04-28
A7A200,241604.22,2023-05-31
A7A200,250790.35,2023-06-30
A7A200,254939.54,2023-07-31
A7A200,253129.71,2023-08-31
A7A200,243191.15,2023-09-29
A7A200,238237.79,2023-10-31
A7A200,255337.45,2023-11-30
A7A200,265771.30,2023-12-29
A7A200,266366.46,2024-01-31
A7A200,276767.01,2024-02-29
A7A200,283481.71,2024-03-28
A7A200,273951.02,2024-04-30
A7A200,279350.43,2024-05-31
A7A200,285148.55,2024-06-28
A7A210,982088.19,2021-09-30
A7A210,969167.66,2021-10-29
A7A210,979517.54,2021-11-30
A7A210,1012928.40,2021-12-31
A7A210,966561.19,2022-01-31
A7A210,945766.65,2022-02-28
A7A210,959374.82,2022-03-31
A7A210,888600.87,2022-04-29
A7A210,889754.71,2022-05-31
A7A210,817942.90,2022-06-30
A7A210,892688.01,2022-07-29
A7A210,875363.22,2022-08-31
A7A210,835815.90,2022-09-30
A7A210,876096.89,2022-10-31
A7A210,934113.61,2022-11-30
A7A210,879816.72,2022-12-30
A7A210,930080.57,2023-01-31
A7A210,917772.07,2023-02-28
A7A210,919433.18,2023-03-31
A7A210,924628.88,2023-04-28
A7A210,900612.79,2023-05-31
A7A210,948228.01,2023-06-30
A7A210,972547.55,2023-07-31
A7A210,962878.38,2023-08-31
A7A210,916743.33,2023-09-29
A7A210,891898.31,2023-10-31
A7A210,970809.61,2023-11-30
A7A210,1016434.67,2023-12-29
A7A210,1023197.53,2024-01-31
A7A210,1077055.24,2024-02-29
A7A210,1110451.45,2024-03-28
A7A210,1065855.16,2024-04-30
A7A210,1089413.39,2024-05-31
A7A210,1115998.49,2024-06-28
A7A211,53366.34,2021-10-29
A7A211,52707.32,2021-11-30
A7A211,53910.15,2021-12-31
A7A211,51645.93,2022-01-31
A7A211,51193.12,2022-02-28
A7A211,52114.01,2022-03-31
A7A211,48062.16,2022-04-29
A7A211,47383.41,2022-05-31
A7A211,43476.84,2022-06-30
A7A211,45847.37,2022-07-29
A7A211,44779.55,2022-08-31
A7A211,41798.42,2022-09-30
A7A211,43592.55,2022-10-31
A7A211,46838.57,2022-11-30
A7A211,44715.13,2022-12-30
A7A211,48134.05,2023-01-31
A7A211,46957.10,2023-02-28
A7A211,48168.13,2023-03-31
A7A211,48724.95,2023-04-28
A7A211,47584.61,2023-05-31
A7A211,49845.43,2023-06-30
A7A211,51396.04,2023-07-31
A7A211,49239.85,2023-08-31
A7A211,47380.82,2023-09-29
A7A211,45693.36,2023-10-31
A7A211,49314.59,2023-11-30
A7A211,51303.87,2023-12-29
A7A211,51433.03,2024-01-31
A7A211,44509.89,2024-02-29
A7A211,55492.28,2024-03-28
A7A211,54566.82,2024-04-30
A7A211,55972.26,2024-05-31
A7A211,56966.41,2024-06-28
A7A220,996693.29,2021-10-29
A7A220,995369.27,2021-11-30
A7A220,1030491.08,2021-12-31
A7A220,985191.95,2022-01-31
A7A220,966911.15,2022-02-28
A7A220,982273.73,2022-03-31
A7A220,909455.77,2022-04-29
A7A220,909236.10,2022-05-31
A7A220,835878.45,2022-06-30
A7A220,911846.42,2022-07-29
A7A220,894708.31,2022-08-31
A7A220,855002.14,2022-09-30
A7A220,895318.54,2022-10-31
A7A220,952999.57,2022-11-30
A7A220,896534.89,2022-12-30
A7A220,948490.79,2023-01-31
A7A220,936567.91,2023-02-28
A7A220,937852.77,2023-03-31
A7A220,943331.95,2023-04-28
A7A220,919200.53,2023-05-31
A7A220,967286.94,2023-06-30
A7A220,991590.56,2023-07-31
A7A220,980687.22,2023-08-31
A7A220,934189.18,2023-09-29
A7A220,908252.88,2023-10-31
A7A220,987828.65,2023-11-30
A7A220,1034566.76,2023-12-29
A7A220,1040687.76,2024-01-31
A7A220,1095249.57,2024-02-29
A7A220,1130484.37,2024-03-28
A7A220,1087083.80,2024-04-30
A7A220,1111852.78,2024-05-31
A7A220,1138195.20,2024-06-28
A7A230,24849.81,2019-02-28
A7A230,661656.37,2019-03-29
A7A230,678857.05,2019-04-30
A7A230,659334.39,2019-05-31
A7A230,663441.73,2019-06-28
A7A230,669626.92,2019-07-31
A7A230,671136.25,2019-08-30
A7A230,681368.28,2019-09-30
A7A230,681234.77,2019-10-31
A7A230,694723.02,2019-11-29
A7A230,683651.08,2019-12-31
A7A230,700639.48,2020-01-31
A7A230,675257.26,2020-02-28
A7A230,624239.39,2020-03-31
A7A230,658648.25,2020-04-30
A7A230,642335.94,2020-05-29
A7A230,679610.92,2020-06-30
A7A230,698994.18,2020-07-31
A7A230,685629.37,2020-08-31
A7A230,702915.51,2020-09-30
A7A230,688779.43,2020-10-30
A7A230,732124.64,2020-11-30
A7A230,743305.74,2020-12-31
A7A230,739432.41,2021-01-29
A7A230,739554.25,2021-02-26
A7A230,763922.17,2021-03-31
A7A230,775805.56,2021-04-30
A7A230,773741.88,2021-05-31
A7A230,788430.72,2021-06-30
A7A230,805416.86,2021-07-30
A7A230,824178.03,2021-08-31
A7A230,807247.36,2021-09-30
A7A230,827525.34,2021-10-29
A7A230,814550.59,2021-11-30
A7A230,843222.84,2021-12-31
A7A230,817055.80,2022-01-31
A7A230,777191.75,2022-02-28
A7A230,785996.43,2022-03-31
A7A230,749559.03,2022-04-29
A7A230,742844.77,2022-05-31
A7A230,705758.05,2022-06-30
A7A230,744760.89,2022-07-29
A7A230,582456.44,2022-08-31
A7A230,553153.02,2022-09-30
A7A230,580245.32,2022-10-31
A7A230,604505.58,2022-11-30
A7A230,572408.33,2022-12-30
A7A230,604598.16,2023-01-31
A7A230,595564.71,2023-02-28
A7A230,595470.78,2023-03-31
A7A230,605787.79,2023-04-28
A7A230,584440.91,2023-05-31
A7A230,605700.45,2023-06-30
A7A230,617300.11,2023-07-31
A7A230,606400.07,2023-08-31
A7A230,584306.37,2023-09-29
A7A230,572652.94,2023-10-31
A7A230,614055.66,2023-11-30
A7A230,641021.35,2023-12-29
A7A230,642749.15,2024-01-31
A7A230,664006.53,2024-02-29
A7A230,679109.28,2024-03-28
A7A230,652183.24,2024-04-30
A7A230,669538.58,2024-05-31
A7A230,675482.21,2024-06-28
A7EA11,180685.82,2020-07-31
A7EA11,180088.49,2020-08-31
A7EA11,180997.31,2020-09-30
A7EA11,177016.96,2020-10-30
A7EA11,194716.90,2020-11-30
A7EA11,199065.52,2020-12-31
A7EA11,197678.61,2021-01-29
A7EA11,204547.59,2021-02-26
A7EA11,408881.04,2021-03-31
A7EA11,413525.86,2021-04-30
A7EA11,418283.93,2021-05-31
A7EA11,432110.47,2021-06-30
A7EA11,444460.67,2021-07-30
A7EA11,461575.53,2021-08-31
A7EA11,447410.82,2021-09-30
A7EA11,465124.62,2021-10-29
A7EA11,470780.54,2021-11-30
A7EA11,487211.36,2021-12-31
A7EA11,466305.97,2022-01-31
A7EA11,456970.44,2022-02-28
A7EA11,465297.50,2022-03-31
A7EA11,433355.58,2022-04-29
A7EA11,433212.93,2022-05-31
A7EA11,398402.32,2022-06-30
A7EA11,434520.15,2022-07-29
A7EA11,426446.92,2022-08-31
A7EA11,407071.57,2022-09-30
A7EA11,427075.55,2022-10-31
A7EA11,453369.86,2022-11-30
A7EA11,427699.32,2022-12-30
A7EA11,451052.94,2023-01-31
A7EA11,446004.90,2023-02-28
A7EA11,447150.16,2023-03-31
A7EA11,449071.40,2023-04-28
A7EA11,437381.25,2023-05-31
A7EA11,460445.52,2023-06-30
A7EA11,471618.18,2023-07-31
A7EA11,466689.27,2023-08-31
A7EA11,445142.23,2023-09-29
A7EA11,432106.73,2023-10-31
A7EA11,470234.43,2023-11-30
A7EA11,492846.72,2023-12-29
A7EA11,494844.52,2024-01-31
A7EA11,521930.67,2024-02-29
A7EA11,537866.47,2024-03-28
A7EA11,515873.98,2024-04-30
A7EA11,528264.38,2024-05-31
A7EA11,540005.82,2024-06-28
A7EA24,67820.88,2020-07-31
A7EA24,68650.95,2020-08-31
A7EA24,67662.34,2020-09-30
A7EA24,65675.21,2020-10-30
A7EA24,72626.83,2020-11-30
A7EA24,81808.28,2020-12-31
A7EA24,82602.72,2021-01-29
A7EA24,84961.36,2021-02-26
A7EA24,88135.53,2021-03-31
A7EA24,90664.26,2021-04-30
A7EA24,91908.50,2021-05-31
A7EA24,94108.75,2021-06-30
A7EA24,99655.09,2021-07-30
A7EA24,103153.67,2021-08-31
A7EA24,99496.39,2021-09-30
A7EA24,104200.96,2021-10-29
A7EA24,103104.15,2021-11-30
A7EA24,106026.73,2021-12-31
A7EA24,103113.82,2022-01-31
A7EA24,105618.36,2022-02-28
A7EA24,109907.12,2022-03-31
A7EA24,102308.22,2022-04-29
A7EA24,102210.62,2022-05-31
A7EA24,94099.13,2022-06-30
A7EA24,99718.27,2022-07-29
A7EA24,96854.12,2022-08-31
A7EA24,89837.75,2022-09-30
A7EA24,95058.69,2022-10-31
A7EA24,100901.28,2022-11-30
A7EA24,95794.12,2022-12-30
A7EA24,102684.01,2023-01-31
A7EA24,100434.06,2023-02-28
A7EA24,102289.70,2023-03-31
A7EA24,103997.07,2023-04-28
A7EA24,102085.67,2023-05-31
A7EA24,107100.01,2023-06-30
A7EA24,109874.40,2023-07-31
A7EA24,107205.96,2023-08-31
A7EA24,103423.25,2023-09-29
A7EA24,100233.20,2023-10-31
A7EA24,107921.50,2023-11-30
A7EA24,111597.37,2023-12-29
A7EA24,113067.54,2024-01-31
A7EA24,117569.24,2024-02-29
A7EA24,121921.82,2024-03-28
A7EA24,118614.88,2024-04-30
A7EA24,122652.42,2024-05-31
A7EA24,124579.90,2024-06-28
A7P001,70480.10,2020-06-30
A7P001,162527.81,2020-07-31
A7P001,161895.92,2020-08-31
A7P001,162775.83,2020-09-30
A7P001,159433.85,2020-10-30
A7P001,175372.46,2020-11-30
A7P001,179321.65,2020-12-31
A7P001,178221.37,2021-01-29
A7P001,204704.06,2021-02-26
A7P001,212832.36,2021-03-31
A7P001,218592.02,2021-04-30
A7P001,220940.68,2021-05-31
A7P001,228547.24,2021-06-30
A7P001,235404.83,2021-07-30
A7P001,244723.86,2021-08-31
A7P001,237182.27,2021-09-30
A7P001,246902.56,2021-10-29
A7P001,249834.33,2021-11-30
A7P001,278390.65,2021-12-31
A7P001,268574.57,2022-01-31
A7P001,320682.94,2022-02-28
A7P001,325486.85,2022-03-31
A7P001,302134.36,2022-04-29
A7P001,301772.03,2022-05-31
A7P001,277432.99,2022-06-30
A7P001,302607.74,2022-07-29
A7P001,296154.23,2022-08-31
A7P001,282945.44,2022-09-30
A7P001,295917.50,2022-10-31
A7P001,314284.92,2022-11-30
A7P001,295464.17,2022-12-30
A7P001,312112.22,2023-01-31
A7P001,308890.90,2023-02-28
A7P001,310092.45,2023-03-31
A7P001,311566.01,2023-04-28
A7P001,303923.92,2023-05-31
A7P001,319296.45,2023-06-30
A7P001,326976.09,2023-07-31
A7P001,324085.94,2023-08-31
A7P001,309259.44,2023-09-29
A7P001,300565.18,2023-10-31
A7P001,327156.98,2023-11-30
A7P001,343116.83,2023-12-29
A7P001,344891.44,2024-01-31
A7P001,364219.15,2024-02-29
A7P001,375677.04,2024-03-28
A7P001,360405.24,2024-04-30
A7P001,369240.66,2024-05-31
A7P001,377485.64,2024-06-28
